# JMH 1.11.2 (released 43 days ago)
# VM version: JDK 1.8.0_31, VM 25.31-b07
# VM invoker: C:\Program Files\Java\jre1.8.0_31\bin\java.exe
# VM options: <none>
# Warmup: 1 iterations, 1 s each
# Measurement: 2 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.almondtools.stringbench.JavaIndexOfBenchmark.benchmarkFind
# Parameters: (alphabetSize = 2, patternSize = 2)

# Run progress: 0,00% complete, ETA 01:48:48
# Fork: 1 of 1
# Warmup Iteration   1: 0,132 ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64               32              2  avgt    2      54,170          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64               32              4  avgt    2      20,858          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64               32              8  avgt    2      20,753          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64               32             16  avgt    2      20,397          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64               32             32  avgt    2      21,353          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64               32             64  avgt    2      21,858          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64               32            128  avgt    2      21,682          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64               32            256  avgt    2      21,741          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64              128              2  avgt    2     595,254          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64              128              4  avgt    2      83,529          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64              128              8  avgt    2      83,689          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64              128             16  avgt    2      81,384          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64              128             32  avgt    2      82,100          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64              128             64  avgt    2      84,291          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64              128            128  avgt    2      83,203          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                         64              128            256  avgt    2      81,213          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                2              2  avgt    2       4,921          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                2              4  avgt    2       4,115          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                2              8  avgt    2       4,129          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                2             16  avgt    2       4,111          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                2             32  avgt    2       4,151          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                2             64  avgt    2       4,133          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                2            128  avgt    2       4,238          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                2            256  avgt    2       4,151          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                8              2  avgt    2      18,617          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                8              4  avgt    2      16,674          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                8              8  avgt    2      17,516          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                8             16  avgt    2      16,602          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                8             32  avgt    2      17,693          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                8             64  avgt    2      17,409          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                8            128  avgt    2      16,856          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128                8            256  avgt    2      16,784          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128               32              2  avgt    2     100,763          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128               32              4  avgt    2      66,663          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128               32              8  avgt    2      69,685          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128               32             16  avgt    2      67,543          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128               32             32  avgt    2      71,945          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128               32             64  avgt    2      66,027          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128               32            128  avgt    2      66,690          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128               32            256  avgt    2      66,035          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128              128              2  avgt    2     780,107          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128              128              4  avgt    2     259,159          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128              128              8  avgt    2     263,237          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128              128             16  avgt    2     272,660          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128              128             32  avgt    2     273,534          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128              128             64  avgt    2     274,009          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128              128            128  avgt    2     261,370          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        128              128            256  avgt    2     262,751          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                2              2  avgt    2      16,030          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                2              4  avgt    2      14,441          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                2              8  avgt    2      15,568          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                2             16  avgt    2      15,078          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                2             32  avgt    2      14,994          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                2             64  avgt    2      14,664          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                2            128  avgt    2      14,742          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                2            256  avgt    2      15,323          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                8              2  avgt    2      62,492          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                8              4  avgt    2      63,331          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                8              8  avgt    2      60,121          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                8             16  avgt    2      60,710          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                8             32  avgt    2      59,316          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                8             64  avgt    2      60,590          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                8            128  avgt    2      60,400          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256                8            256  avgt    2      65,661          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256               32              2  avgt    2     296,968          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256               32              4  avgt    2     281,094          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256               32              8  avgt    2     283,854          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256               32             16  avgt    2     300,822          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256               32             32  avgt    2     259,771          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256               32             64  avgt    2     309,778          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256               32            128  avgt    2     304,000          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256               32            256  avgt    2     317,536          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256              128              2  avgt    2    2035,396          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256              128              4  avgt    2    1281,374          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256              128              8  avgt    2    1221,351          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256              128             16  avgt    2    1177,236          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256              128             32  avgt    2    1139,563          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256              128             64  avgt    2    1231,943          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256              128            128  avgt    2    1222,812          ms/op
JavaIndexOfMultiBenchmark.benchmarkFind                        256              128            256  avgt    2    1242,065          ms/op
JavaRegexBenchmark.benchmarkFind                                 2              N/A              2  avgt    2       0,187          ms/op
JavaRegexBenchmark.benchmarkFind                                 2              N/A              4  avgt    2       0,627          ms/op
JavaRegexBenchmark.benchmarkFind                                 2              N/A              8  avgt    2      33,535          ms/op
JavaRegexBenchmark.benchmarkFind                                 2              N/A             16  avgt    2     431,879          ms/op
JavaRegexBenchmark.benchmarkFind                                 2              N/A             32  avgt    2     364,386          ms/op
JavaRegexBenchmark.benchmarkFind                                 2              N/A             64  avgt    2     281,665          ms/op
JavaRegexBenchmark.benchmarkFind                                 2              N/A            128  avgt    2     259,989          ms/op
JavaRegexBenchmark.benchmarkFind                                 2              N/A            256  avgt    2     206,475          ms/op
JavaRegexBenchmark.benchmarkFind                                 4              N/A              2  avgt    2       0,672          ms/op
JavaRegexBenchmark.benchmarkFind                                 4              N/A              4  avgt    2      25,777          ms/op
JavaRegexBenchmark.benchmarkFind                                 4              N/A              8  avgt    2     296,663          ms/op
JavaRegexBenchmark.benchmarkFind                                 4              N/A             16  avgt    2     222,143          ms/op
JavaRegexBenchmark.benchmarkFind                                 4              N/A             32  avgt    2     204,467          ms/op
JavaRegexBenchmark.benchmarkFind                                 4              N/A             64  avgt    2     188,634          ms/op
JavaRegexBenchmark.benchmarkFind                                 4              N/A            128  avgt    2     181,970          ms/op
JavaRegexBenchmark.benchmarkFind                                 4              N/A            256  avgt    2     132,694          ms/op
JavaRegexBenchmark.benchmarkFind                                 8              N/A              2  avgt    2       2,447          ms/op
JavaRegexBenchmark.benchmarkFind                                 8              N/A              4  avgt    2     232,076          ms/op
JavaRegexBenchmark.benchmarkFind                                 8              N/A              8  avgt    2     172,285          ms/op
JavaRegexBenchmark.benchmarkFind                                 8              N/A             16  avgt    2     118,370          ms/op
JavaRegexBenchmark.benchmarkFind                                 8              N/A             32  avgt    2     100,496          ms/op
JavaRegexBenchmark.benchmarkFind                                 8              N/A             64  avgt    2      98,444          ms/op
JavaRegexBenchmark.benchmarkFind                                 8              N/A            128  avgt    2      99,109          ms/op
JavaRegexBenchmark.benchmarkFind                                 8              N/A            256  avgt    2      82,660          ms/op
JavaRegexBenchmark.benchmarkFind                                16              N/A              2  avgt    2      24,073          ms/op
JavaRegexBenchmark.benchmarkFind                                16              N/A              4  avgt    2     216,206          ms/op
JavaRegexBenchmark.benchmarkFind                                16              N/A              8  avgt    2     121,739          ms/op
JavaRegexBenchmark.benchmarkFind                                16              N/A             16  avgt    2      77,560          ms/op
JavaRegexBenchmark.benchmarkFind                                16              N/A             32  avgt    2      58,058          ms/op
JavaRegexBenchmark.benchmarkFind                                16              N/A             64  avgt    2      54,245          ms/op
JavaRegexBenchmark.benchmarkFind                                16              N/A            128  avgt    2      54,794          ms/op
JavaRegexBenchmark.benchmarkFind                                16              N/A            256  avgt    2      51,197          ms/op
JavaRegexBenchmark.benchmarkFind                                32              N/A              2  avgt    2      74,322          ms/op
JavaRegexBenchmark.benchmarkFind                                32              N/A              4  avgt    2    1437,033          ms/op
JavaRegexBenchmark.benchmarkFind                                32              N/A              8  avgt    2     604,530          ms/op
JavaRegexBenchmark.benchmarkFind                                32              N/A             16  avgt    2     358,542          ms/op
JavaRegexBenchmark.benchmarkFind                                32              N/A             32  avgt    2     233,052          ms/op
JavaRegexBenchmark.benchmarkFind                                32              N/A             64  avgt    2     189,849          ms/op
JavaRegexBenchmark.benchmarkFind                                32              N/A            128  avgt    2     185,151          ms/op
JavaRegexBenchmark.benchmarkFind                                32              N/A            256  avgt    2     183,381          ms/op
JavaRegexBenchmark.benchmarkFind                                64              N/A              2  avgt    2     313,087          ms/op
JavaRegexBenchmark.benchmarkFind                                64              N/A              4  avgt    2     134,467          ms/op
JavaRegexBenchmark.benchmarkFind                                64              N/A              8  avgt    2      70,294          ms/op
JavaRegexBenchmark.benchmarkFind                                64              N/A             16  avgt    2      43,791          ms/op
JavaRegexBenchmark.benchmarkFind                                64              N/A             32  avgt    2      27,721          ms/op
JavaRegexBenchmark.benchmarkFind                                64              N/A             64  avgt    2      18,850          ms/op
JavaRegexBenchmark.benchmarkFind                                64              N/A            128  avgt    2      16,216          ms/op
JavaRegexBenchmark.benchmarkFind                                64              N/A            256  avgt    2      14,064          ms/op
JavaRegexBenchmark.benchmarkFind                               128              N/A              2  avgt    2    1483,909          ms/op
JavaRegexBenchmark.benchmarkFind                               128              N/A              4  avgt    2     531,424          ms/op
JavaRegexBenchmark.benchmarkFind                               128              N/A              8  avgt    2     266,144          ms/op
JavaRegexBenchmark.benchmarkFind                               128              N/A             16  avgt    2     131,910          ms/op
JavaRegexBenchmark.benchmarkFind                               128              N/A             32  avgt    2      82,644          ms/op
JavaRegexBenchmark.benchmarkFind                               128              N/A             64  avgt    2      67,941          ms/op
JavaRegexBenchmark.benchmarkFind                               128              N/A            128  avgt    2      91,170          ms/op
JavaRegexBenchmark.benchmarkFind                               128              N/A            256  avgt    2      82,555          ms/op
JavaRegexBenchmark.benchmarkFind                               256              N/A              2  avgt    2    5808,037          ms/op
JavaRegexBenchmark.benchmarkFind                               256              N/A              4  avgt    2    2125,678          ms/op
JavaRegexBenchmark.benchmarkFind                               256              N/A              8  avgt    2    1026,510          ms/op
JavaRegexBenchmark.benchmarkFind                               256              N/A             16  avgt    2     560,634          ms/op
JavaRegexBenchmark.benchmarkFind                               256              N/A             32  avgt    2     341,655          ms/op
JavaRegexBenchmark.benchmarkFind                               256              N/A             64  avgt    2     271,449          ms/op
JavaRegexBenchmark.benchmarkFind                               256              N/A            128  avgt    2     398,094          ms/op
JavaRegexBenchmark.benchmarkFind                               256              N/A            256  avgt    2     365,766          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                2              2  avgt    2       0,096          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                2              4  avgt    2       0,265          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                2              8  avgt    2       2,308          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                2             16  avgt    2      28,392          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                2             32  avgt    2      24,433          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                2             64  avgt    2      26,355          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                2            128  avgt    2      31,461          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                2            256  avgt    2      25,241          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                8              4  avgt    2       0,505          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                8              8  avgt    2      13,715          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                8             16  avgt    2      74,653          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                8             32  avgt    2      80,731          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                8             64  avgt    2      84,200          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                8            128  avgt    2      82,613          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2                8            256  avgt    2      83,048          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2               32              8  avgt    2      56,985          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2               32             16  avgt    2     327,832          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2               32             32  avgt    2     290,068          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2               32             64  avgt    2     324,476          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2               32            128  avgt    2     316,153          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2               32            256  avgt    2     302,112          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2              128              8  avgt    2      62,473          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2              128             16  avgt    2    1621,690          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2              128             32  avgt    2    1335,907          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2              128             64  avgt    2    1335,837          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2              128            128  avgt    2    1513,259          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            2              128            256  avgt    2    1294,521          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                2              2  avgt    2       0,161          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                2              4  avgt    2       2,219          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                2              8  avgt    2      23,124          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                2             16  avgt    2      22,458          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                2             32  avgt    2      22,972          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                2             64  avgt    2      23,085          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                2            128  avgt    2      22,936          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                2            256  avgt    2      23,345          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                8              2  avgt    2       1,096          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                8              4  avgt    2      17,057          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                8              8  avgt    2      68,972          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                8             16  avgt    2      73,232          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                8             32  avgt    2      74,890          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                8             64  avgt    2      74,226          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                8            128  avgt    2      69,211          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4                8            256  avgt    2      73,959          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4               32              4  avgt    2      74,955          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4               32              8  avgt    2     265,463          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4               32             16  avgt    2     267,072          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4               32             32  avgt    2     261,909          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4               32             64  avgt    2     269,157          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4               32            128  avgt    2     261,294          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4               32            256  avgt    2     246,936          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4              128              4  avgt    2     164,835          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4              128              8  avgt    2    1383,019          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4              128             16  avgt    2    1150,593          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4              128             32  avgt    2    1117,083          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4              128             64  avgt    2    1132,105          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4              128            128  avgt    2    1156,320          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            4              128            256  avgt    2    1170,940          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                2              2  avgt    2       0,438          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                2              4  avgt    2      18,627          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                2              8  avgt    2      19,110          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                2             16  avgt    2      19,603          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                2             32  avgt    2      18,326          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                2             64  avgt    2      18,567          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                2            128  avgt    2      18,001          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                2            256  avgt    2      18,668          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                8              2  avgt    2       2,415          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                8              4  avgt    2     113,281          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                8              8  avgt    2      60,150          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                8             16  avgt    2      66,575          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                8             32  avgt    2      67,301          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                8             64  avgt    2      63,520          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                8            128  avgt    2      63,825          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8                8            256  avgt    2      65,879          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8               32              2  avgt    2      13,295          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8               32              4  avgt    2     743,605          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8               32              8  avgt    2     245,855          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8               32             16  avgt    2     268,850          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8               32             32  avgt    2     246,449          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8               32             64  avgt    2     267,943          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8               32            128  avgt    2     267,363          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8               32            256  avgt    2     242,116          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8              128              4  avgt    2    6174,235          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8              128              8  avgt    2    1016,851          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8              128             16  avgt    2    1058,721          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8              128             32  avgt    2    1087,414          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8              128             64  avgt    2    1063,526          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8              128            128  avgt    2    1062,838          ms/op
JavaRegexMultiBenchmark.benchmarkFind                            8              128            256  avgt    2    1045,500          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                2              2  avgt    2       1,174          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                2              4  avgt    2      16,730          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                2              8  avgt    2      16,101          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                2             16  avgt    2      16,237          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                2             32  avgt    2      16,128          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                2             64  avgt    2      16,031          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                2            128  avgt    2      16,551          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                2            256  avgt    2      16,278          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                8              2  avgt    2       4,300          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                8              4  avgt    2      60,097          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                8              8  avgt    2      58,726          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                8             16  avgt    2      60,922          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                8             32  avgt    2      60,999          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                8             64  avgt    2      63,167          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                8            128  avgt    2      74,499          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16                8            256  avgt    2      62,256          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16               32              2  avgt    2      29,680          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16               32              4  avgt    2     256,272          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16               32              8  avgt    2     269,234          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16               32             16  avgt    2     265,408          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16               32             32  avgt    2     241,324          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16               32             64  avgt    2     264,671          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16               32            128  avgt    2     264,268          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16               32            256  avgt    2     238,277          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16              128              2  avgt    2     190,837          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16              128              4  avgt    2     823,814          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16              128              8  avgt    2    1035,811          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16              128             16  avgt    2    1037,860          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16              128             32  avgt    2    1022,672          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16              128             64  avgt    2    1052,181          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16              128            128  avgt    2     972,531          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           16              128            256  avgt    2     893,558          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                2              2  avgt    2       3,288          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                2              4  avgt    2     120,472          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                2              8  avgt    2     120,047          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                2             16  avgt    2     118,087          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                2             32  avgt    2     125,113          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                2             64  avgt    2     120,041          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                2            128  avgt    2     121,173          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                2            256  avgt    2     120,088          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                8              2  avgt    2      16,113          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                8              4  avgt    2     460,274          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                8              8  avgt    2     454,828          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                8             16  avgt    2     451,821          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                8             32  avgt    2     462,934          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                8             64  avgt    2     456,862          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                8            128  avgt    2     457,942          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32                8            256  avgt    2     458,097          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32               32              2  avgt    2      72,150          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32               32              4  avgt    2    1903,986          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32               32              8  avgt    2    1947,506          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32               32             16  avgt    2    1843,524          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32               32             32  avgt    2    1966,158          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32               32             64  avgt    2    1946,971          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32               32            128  avgt    2    1966,749          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32               32            256  avgt    2    1974,703          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32              128              2  avgt    2     518,968          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32              128              4  avgt    2    5391,176          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32              128              8  avgt    2    7674,675          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32              128             16  avgt    2    7590,005          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32              128             32  avgt    2    7586,712          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32              128             64  avgt    2    7600,037          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32              128            128  avgt    2    7510,923          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           32              128            256  avgt    2    7694,289          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           64                2              2  avgt    2      15,618          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           64                2              4  avgt    2      15,397          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           64                2              8  avgt    2      14,515          ms/op
JavaRegexMultiBenchmark.benchmarkFind                           64                2             16  avgt    2      14,251          ms/op
